antecedents,consequents,support,confidence,lift
"so2=low, temp=med, wind_speed=med","humidity=med, o3=low, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, temp=med","humidity=med, so2=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, wind_speed=med","humidity=med, so2=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, so2=low","o3=low, pm2_5=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"so2=low, temp=med","humidity=med, o3=low, pm2_5=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"so2=low, wind_speed=med","humidity=med, o3=low, pm2_5=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low","humidity=med, so2=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
so2=low,"humidity=med, o3=low, pm2_5=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, precip=med, temp=med",so2=low,0.25,0.6666666666666666,1.7777777777777777
"humidity=med, precip=med, so2=low, temp=med","o3=low, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, temp=med","precip=med, so2=low",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, precip=med","so2=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med, temp=med","humidity=med, so2=low",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, so2=low, temp=med","o3=low, pm2_5=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, precip=med, so2=low","o3=low, pm2_5=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low","precip=med, so2=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"precip=med, so2=low, temp=med","humidity=med, o3=low, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, temp=med","humidity=med, precip=med, so2=low",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med","humidity=med, so2=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, so2=low","o3=low, pm2_5=low, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"so2=low, temp=med","humidity=med, o3=low, pm2_5=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"precip=med, so2=low","humidity=med, o3=low, pm2_5=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low","humidity=med, precip=med, so2=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
so2=low,"humidity=med, o3=low, pm2_5=low, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med, temp=med, wind_speed=med",so2=low,0.25,0.6666666666666666,1.7777777777777777
"precip=med, so2=low, temp=med, wind_speed=med","o3=low, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, temp=med, wind_speed=med","precip=med, so2=low",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med, temp=med","so2=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med, wind_speed=med","so2=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"so2=low, temp=med, wind_speed=med","o3=low, pm2_5=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"precip=med, so2=low, temp=med","o3=low, pm2_5=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, temp=med","precip=med, so2=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"precip=med, so2=low, wind_speed=med","o3=low, pm2_5=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, wind_speed=med","precip=med, so2=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med","so2=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"so2=low, temp=med","o3=low, pm2_5=low, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"so2=low, wind_speed=med","o3=low, pm2_5=low, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"precip=med, so2=low","o3=low, pm2_5=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low","precip=med, so2=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
so2=low,"o3=low, pm2_5=low, precip=med, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, precip=med, wind_speed=med",so2=low,0.25,0.6666666666666666,1.7777777777777777
"humidity=med, precip=med, so2=low, wind_speed=med","o3=low, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, wind_speed=med","precip=med, so2=low",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, precip=med","so2=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med, wind_speed=med","humidity=med, so2=low",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, so2=low, wind_speed=med","o3=low, pm2_5=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, precip=med, so2=low","o3=low, pm2_5=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low","precip=med, so2=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"precip=med, so2=low, wind_speed=med","humidity=med, o3=low, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, wind_speed=med","humidity=med, precip=med, so2=low",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med","humidity=med, so2=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, so2=low","o3=low, pm2_5=low, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"so2=low, wind_speed=med","humidity=med, o3=low, pm2_5=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"precip=med, so2=low","humidity=med, o3=low, pm2_5=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low","humidity=med, precip=med, so2=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
so2=low,"humidity=med, o3=low, pm2_5=low, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, temp=med, wind_speed=med",co=low,0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, temp=med, wind_speed=med","o3=low, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, temp=med","co=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, wind_speed=med","co=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, temp=med, wind_speed=med","co=low, humidity=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, temp=med","o3=low, pm2_5=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, wind_speed=med","o3=low, pm2_5=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low","co=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, temp=med, wind_speed=med","humidity=med, o3=low, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, temp=med","co=low, humidity=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, wind_speed=med","co=low, humidity=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med","o3=low, pm2_5=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, temp=med","humidity=med, o3=low, pm2_5=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, wind_speed=med","humidity=med, o3=low, pm2_5=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low","co=low, humidity=med, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
co=low,"humidity=med, o3=low, pm2_5=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, precip=med, temp=med",co=low,0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, precip=med, temp=med","o3=low, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, temp=med","co=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, precip=med","co=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med, temp=med","co=low, humidity=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, temp=med","o3=low, pm2_5=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, precip=med","o3=low, pm2_5=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low","co=low, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, precip=med, temp=med","humidity=med, o3=low, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, temp=med","co=low, humidity=med, precip=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med","co=low, humidity=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med","o3=low, pm2_5=low, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, temp=med","humidity=med, o3=low, pm2_5=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, precip=med","humidity=med, o3=low, pm2_5=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low","co=low, humidity=med, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
co=low,"humidity=med, o3=low, pm2_5=low, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med, temp=med, wind_speed=med",co=low,0.25,0.6666666666666666,1.7777777777777777
"co=low, precip=med, temp=med, wind_speed=med","o3=low, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, temp=med, wind_speed=med","co=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med, temp=med","co=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med, wind_speed=med","co=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, temp=med, wind_speed=med","o3=low, pm2_5=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, precip=med, temp=med","o3=low, pm2_5=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, temp=med","co=low, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, precip=med, wind_speed=med","o3=low, pm2_5=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, wind_speed=med","co=low, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med","co=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, temp=med","o3=low, pm2_5=low, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, wind_speed=med","o3=low, pm2_5=low, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, precip=med","o3=low, pm2_5=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low","co=low, precip=med, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
co=low,"o3=low, pm2_5=low, precip=med, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, precip=med, wind_speed=med",co=low,0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, precip=med, wind_speed=med","o3=low, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, wind_speed=med","co=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low, precip=med","co=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med, wind_speed=med","co=low, humidity=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, wind_speed=med","o3=low, pm2_5=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, precip=med","o3=low, pm2_5=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, o3=low, pm2_5=low","co=low, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, precip=med, wind_speed=med","humidity=med, o3=low, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, wind_speed=med","co=low, humidity=med, precip=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low, precip=med","co=low, humidity=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med","o3=low, pm2_5=low, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, wind_speed=med","humidity=med, o3=low, pm2_5=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, precip=med","humidity=med, o3=low, pm2_5=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"o3=low, pm2_5=low","co=low, humidity=med, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
co=low,"humidity=med, o3=low, pm2_5=low, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, precip=med, so2=low, temp=med, wind_speed=med",pm2_5=low,0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low, precip=med, temp=med, wind_speed=med",so2=low,0.25,0.6666666666666666,1.7777777777777777
"humidity=med, so2=low, temp=med, wind_speed=med","pm2_5=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, precip=med, so2=low, temp=med","pm2_5=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low, temp=med, wind_speed=med","precip=med, so2=low",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low, precip=med, temp=med","so2=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, precip=med, so2=low, wind_speed=med","pm2_5=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low, precip=med, wind_speed=med","so2=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"precip=med, so2=low, temp=med, wind_speed=med","humidity=med, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"pm2_5=low, precip=med, temp=med, wind_speed=med","humidity=med, so2=low",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, so2=low, temp=med","pm2_5=low, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low, temp=med","precip=med, so2=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, so2=low, wind_speed=med","pm2_5=low, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, precip=med, so2=low","pm2_5=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low, wind_speed=med","precip=med, so2=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low, precip=med","so2=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"so2=low, temp=med, wind_speed=med","humidity=med, pm2_5=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"precip=med, so2=low, temp=med","humidity=med, pm2_5=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"pm2_5=low, temp=med, wind_speed=med","humidity=med, precip=med, so2=low",0.25,0.6666666666666666,1.7777777777777777
"pm2_5=low, precip=med, temp=med","humidity=med, so2=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"precip=med, so2=low, wind_speed=med","humidity=med, pm2_5=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"pm2_5=low, precip=med, wind_speed=med","humidity=med, so2=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, so2=low","pm2_5=low, precip=med, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low","precip=med, so2=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"so2=low, temp=med","humidity=med, pm2_5=low, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"pm2_5=low, temp=med","humidity=med, precip=med, so2=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"so2=low, wind_speed=med","humidity=med, pm2_5=low, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"precip=med, so2=low","humidity=med, pm2_5=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"pm2_5=low, wind_speed=med","humidity=med, precip=med, so2=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"pm2_5=low, precip=med","humidity=med, so2=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
so2=low,"humidity=med, pm2_5=low, precip=med, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
pm2_5=low,"humidity=med, precip=med, so2=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, precip=med, temp=med, wind_speed=med",pm2_5=low,0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low, precip=med, temp=med, wind_speed=med",co=low,0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, temp=med, wind_speed=med","pm2_5=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, precip=med, temp=med","pm2_5=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low, temp=med, wind_speed=med","co=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low, precip=med, temp=med","co=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, precip=med, wind_speed=med","pm2_5=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low, precip=med, wind_speed=med","co=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, precip=med, temp=med, wind_speed=med","humidity=med, pm2_5=low",0.25,0.6666666666666666,1.7777777777777777
"pm2_5=low, precip=med, temp=med, wind_speed=med","co=low, humidity=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, temp=med","pm2_5=low, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low, temp=med","co=low, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, wind_speed=med","pm2_5=low, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med, precip=med","pm2_5=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low, wind_speed=med","co=low, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low, precip=med","co=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, temp=med, wind_speed=med","humidity=med, pm2_5=low, precip=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, precip=med, temp=med","humidity=med, pm2_5=low, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"pm2_5=low, temp=med, wind_speed=med","co=low, humidity=med, precip=med",0.25,0.6666666666666666,1.7777777777777777
"pm2_5=low, precip=med, temp=med","co=low, humidity=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, precip=med, wind_speed=med","humidity=med, pm2_5=low, temp=med",0.25,0.6666666666666666,1.7777777777777777
"pm2_5=low, precip=med, wind_speed=med","co=low, humidity=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, humidity=med","pm2_5=low, precip=med, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm2_5=low","co=low, precip=med, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, temp=med","humidity=med, pm2_5=low, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"pm2_5=low, temp=med","co=low, humidity=med, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, wind_speed=med","humidity=med, pm2_5=low, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"co=low, precip=med","humidity=med, pm2_5=low, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"pm2_5=low, wind_speed=med","co=low, humidity=med, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"pm2_5=low, precip=med","co=low, humidity=med, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
co=low,"humidity=med, pm2_5=low, precip=med, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
pm2_5=low,"co=low, humidity=med, precip=med, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm10=high, pm2_5=high, temp=med, wind_speed=med",no2=high,0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm10=high, pm2_5=high, temp=med","no2=high, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high, temp=med, wind_speed=med","humidity=med, no2=high",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm10=high, pm2_5=high, wind_speed=med","no2=high, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, no2=high, temp=med, wind_speed=med","pm10=high, pm2_5=high",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high, temp=med","humidity=med, no2=high, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm10=high, pm2_5=high","no2=high, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high, wind_speed=med","humidity=med, no2=high, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, no2=high, temp=med","pm10=high, pm2_5=high, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"no2=high, temp=med, wind_speed=med","humidity=med, pm10=high, pm2_5=high",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, no2=high, wind_speed=med","pm10=high, pm2_5=high, temp=med",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high","humidity=med, no2=high, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"no2=high, temp=med","humidity=med, pm10=high, pm2_5=high, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, no2=high","pm10=high, pm2_5=high, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"no2=high, wind_speed=med","humidity=med, pm10=high, pm2_5=high, temp=med",0.25,0.6666666666666666,1.7777777777777777
no2=high,"humidity=med, pm10=high, pm2_5=high, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm10=high, pm2_5=high, precip=med, temp=med",no2=high,0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm10=high, pm2_5=high, temp=med","no2=high, precip=med",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high, precip=med, temp=med","humidity=med, no2=high",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm10=high, pm2_5=high, precip=med","no2=high, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, no2=high, precip=med, temp=med","pm10=high, pm2_5=high",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high, temp=med","humidity=med, no2=high, precip=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm10=high, pm2_5=high","no2=high, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high, precip=med","humidity=med, no2=high, temp=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, no2=high, temp=med","pm10=high, pm2_5=high, precip=med",0.25,0.6666666666666666,1.7777777777777777
"no2=high, precip=med, temp=med","humidity=med, pm10=high, pm2_5=high",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, no2=high, precip=med","pm10=high, pm2_5=high, temp=med",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high","humidity=med, no2=high, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"no2=high, temp=med","humidity=med, pm10=high, pm2_5=high, precip=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, no2=high","pm10=high, pm2_5=high, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"no2=high, precip=med","humidity=med, pm10=high, pm2_5=high, temp=med",0.25,0.6666666666666666,1.7777777777777777
no2=high,"humidity=med, pm10=high, pm2_5=high, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high, precip=med, temp=med, wind_speed=med",no2=high,0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high, temp=med, wind_speed=med","no2=high, precip=med",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high, precip=med, temp=med","no2=high, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high, precip=med, wind_speed=med","no2=high, temp=med",0.25,0.6666666666666666,1.7777777777777777
"no2=high, precip=med, temp=med, wind_speed=med","pm10=high, pm2_5=high",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high, temp=med","no2=high, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high, wind_speed=med","no2=high, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high, precip=med","no2=high, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"no2=high, temp=med, wind_speed=med","pm10=high, pm2_5=high, precip=med",0.25,0.6666666666666666,1.7777777777777777
"no2=high, precip=med, temp=med","pm10=high, pm2_5=high, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"no2=high, precip=med, wind_speed=med","pm10=high, pm2_5=high, temp=med",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high","no2=high, precip=med, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"no2=high, temp=med","pm10=high, pm2_5=high, precip=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"no2=high, wind_speed=med","pm10=high, pm2_5=high, precip=med, temp=med",0.25,0.6666666666666666,1.7777777777777777
"no2=high, precip=med","pm10=high, pm2_5=high, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
no2=high,"pm10=high, pm2_5=high, precip=med, temp=med, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm10=high, pm2_5=high, precip=med, wind_speed=med",no2=high,0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm10=high, pm2_5=high, wind_speed=med","no2=high, precip=med",0.25,0.6666666666666666,1.7777777777777777
"humidity=med, pm10=high, pm2_5=high, precip=med","no2=high, wind_speed=med",0.25,0.6666666666666666,1.7777777777777777
"pm10=high, pm2_5=high, precip=med, wind_speed=med","humidity=med, no2=high",0.25,0.6666666666666666,1.7777777777777777
